Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","35.15","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","42.45","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","56.53","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","82.71","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","86.76","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","94.02","A","Official figure"
"TM","Detailed trade matrix","300","Greece","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","278.9","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","0","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","2","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","2","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","1","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","3.6","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","2.7","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","1.64","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","3.5","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","2.1","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1.36","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","1.95","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","4.86","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","3.72","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","2.88","A","Official figure"
"TM","Detailed trade matrix","348","Hungary","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","5.05","A","Official figure"
"TM","Detailed trade matrix","352","Iceland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","0","A","Official figure"
"TM","Detailed trade matrix","356","India","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","7","A","Official figure"
"TM","Detailed trade matrix","360","Indonesia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","28946","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","34522","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","37995","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","56393","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","44617","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","47482","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","50024","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","52601","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","43722","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","42289","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","45864","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","46492","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","31006","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","34574.1","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","41167.6","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","37579.77","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","39764.75","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","35703.93","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","25811.12","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","23654.89","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","15514.94","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","17409","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","16191.22","A","Official figure"
"TM","Detailed trade matrix","372","Ireland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","13756.37","A","Official figure"
"TM","Detailed trade matrix","376","Israel","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","32","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","23","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","23","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","39","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","50","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","37","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","37","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","98","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","41","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","21","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","162","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","60","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","10","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","18.9","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","45.8","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","185.12","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","220.52","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","339.2","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","590.56","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","479.09","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","690.57","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","758.43","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","206.45","A","Official figure"
"TM","Detailed trade matrix","380","Italy","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","51.06","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","1","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","2","A","Official figure"
"TM","Detailed trade matrix","388","Jamaica","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.07","A","Official figure"
"TM","Detailed trade matrix","417","Kyrgyzstan","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0.15","A","Official figure"
"TM","Detailed trade matrix","417","Kyrgyzstan","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.02","A","Official figure"
"TM","Detailed trade matrix","417","Kyrgyzstan","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.05","A","Official figure"
"TM","Detailed trade matrix","417","Kyrgyzstan","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.01","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","1","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","0","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","1","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","3","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","1","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","2.65","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","14.6","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","4.14","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","0.63","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","0.24","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","1.66","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","3.71","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","4.56","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","3.56","A","Official figure"
"TM","Detailed trade matrix","428","Latvia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","8.44","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","0","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","3.92","A","Official figure"
"TM","Detailed trade matrix","422","Lebanon","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","1.32","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","3","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","2","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","3","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","2","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","1.3","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","2.1","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","3.23","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1.92","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","3.81","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1.3","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","3.36","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","7.98","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","10.64","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","8.38","A","Official figure"
"TM","Detailed trade matrix","440","Lithuania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","24.35","A","Official figure"
"TM","Detailed trade matrix","442","Luxembourg","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0","A","Official figure"
"TM","Detailed trade matrix","442","Luxembourg","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.14","A","Official figure"
"TM","Detailed trade matrix","442","Luxembourg","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.4","A","Official figure"
"TM","Detailed trade matrix","442","Luxembourg","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.03","A","Official figure"
"TM","Detailed trade matrix","470","Malta","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","0.08","A","Official figure"
"TM","Detailed trade matrix","470","Malta","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.01","A","Official figure"
"TM","Detailed trade matrix","508","Mozambique","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","0.08","A","Official figure"
"TM","Detailed trade matrix","508","Mozambique","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0.04","A","Official figure"
"TM","Detailed trade matrix","508","Mozambique","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.01","A","Official figure"
"TM","Detailed trade matrix","508","Mozambique","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.01","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0.02","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","82.62","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","188.7","A","Official figure"
"TM","Detailed trade matrix","516","Namibia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.02","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","72","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","838","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","786","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","806","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","3070","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","3178","A","Official figure"
